"date","discharge","qc_flag","qc_type","qc_detect_method","temp_res","temp_res_dom","dq_issue","cpd_segment_id","cpd_segment_main"
"1997-11-20",35,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1997-11-21",35,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1997-11-22",34,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1997-11-23",34,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1997-11-24",33,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1997-11-25",33,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1997-11-26",32,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1997-11-27",32,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1997-11-28",32,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1997-11-29",33,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1997-11-30",33,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1997-12-01",32,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1997-12-02",33,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1997-12-03",33,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1997-12-04",31,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1997-12-05",30,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1997-12-06",30,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1997-12-07",30,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1997-12-08",31,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1997-12-09",31,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1997-12-10",29,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1997-12-11",30,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1997-12-12",31,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1997-12-13",28,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1997-12-14",28,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1997-12-15",29,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1997-12-16",28,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1997-12-17",28,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1997-12-18",32,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1997-12-19",186,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1997-12-20",626,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1997-12-21",316,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1997-12-22",117,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1997-12-23",74,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1997-12-24",66,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1997-12-25",61,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1997-12-26",58,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1997-12-27",54,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1997-12-28",51,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1997-12-29",48,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1997-12-30",46,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1997-12-31",45,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1998-01-01",43,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1998-01-02",44,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1998-01-03",42,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1998-01-04",41,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1998-01-05",39,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1998-01-06",39,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1998-01-07",37,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1998-01-08",36,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1998-01-09",36,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1998-01-10",36,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1998-01-11",35,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1998-01-12",36,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1998-01-13",35,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1998-01-14",37,FALSE,NA,NA,"<= day","daily",NA,NA,NA
