"date","discharge","qc_flag","qc_type","qc_detect_method","temp_res","temp_res_dom","dq_issue","cpd_segment_id","cpd_segment_main"
"1959-01-01",4710,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1959-01-02",4590,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1959-01-03",4470,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1959-01-04",4350,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1959-01-05",4350,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1959-01-06",4240,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1959-01-07",4240,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1959-01-08",5690,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1959-01-09",10500,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1959-01-10",10600,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1959-01-11",8350,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1959-01-12",6110,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1959-01-13",5310,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1959-01-14",4830,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1959-01-15",4710,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1959-01-16",6250,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1959-01-17",5970,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1959-01-18",4710,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1959-01-19",4590,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1959-01-20",4350,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1959-01-21",4350,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1959-01-22",6110,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1959-01-23",8490,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1959-01-24",7790,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1959-01-25",6530,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1959-01-26",5190,FALSE,NA,NA,"<= day","daily",NA,NA,NA
