"date","discharge","qc_flag","qc_type","qc_detect_method","temp_res","temp_res_dom","dq_issue","cpd_segment_id","cpd_segment_main"
"1973-01-01",360,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1973-01-02",330,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1973-01-03",330,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1973-01-04",290,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1973-01-05",260,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1973-01-06",240,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1973-01-07",220,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1973-01-08",200,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1973-01-09",180,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1973-01-10",160,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1973-01-11",140,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1973-01-12",120,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1973-01-13",110,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1973-01-14",96,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1973-01-15",96,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1973-01-16",140,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1973-01-17",140,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1973-01-18",180,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1973-01-19",290,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1973-01-20",360,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1973-01-21",310,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1973-01-22",310,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1973-01-23",290,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1973-01-24",290,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1973-01-25",290,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1973-01-26",290,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1973-01-27",290,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1973-01-28",310,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1973-01-29",290,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1973-01-30",260,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1973-01-31",260,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1973-02-01",260,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1973-02-02",260,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1973-02-03",240,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1973-02-04",240,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1973-02-05",240,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1973-02-06",220,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1973-02-07",200,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1973-02-08",200,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1973-02-09",330,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1973-02-10",1130,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1973-02-11",1560,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1973-02-12",1200,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1973-02-13",1560,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1973-02-14",7780,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1973-02-15",2530,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1973-02-16",1960,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1973-02-17",1410,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1973-02-18",1130,FALSE,NA,NA,"<= day","daily",NA,NA,NA
