"date","discharge","qc_flag","qc_type","qc_detect_method","temp_res","temp_res_dom","dq_issue","cpd_segment_id","cpd_segment_main"
"1995-01-01",176.854,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-01-02",158.896,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-01-03",149.4,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-01-04",143.05,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-01-05",139.454,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-01-06",140.6,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-01-07",140.1,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-01-08",133.767,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-01-09",133.262,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-01-10",132.675,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-01-11",138.238,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-01-12",138.8,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-01-13",136.1,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-01-14",133.171,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-01-15",127.629,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-01-16",126.742,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-01-17",125.733,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-01-18",122.554,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-01-19",122.471,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-01-20",124.225,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-01-21",124.275,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-01-22",123.829,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-01-23",125.583,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-01-24",129.508,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-01-25",132.883,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-01-26",134.767,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-01-27",138.867,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-01-28",137.833,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-01-29",135.325,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-01-30",130.433,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-01-31",126.733,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-02-01",142.379,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-02-02",139.971,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-02-03",140.383,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-02-04",141.054,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-02-05",143.525,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-02-06",152.387,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-02-07",172.367,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-02-08",255.029,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-02-09",238.262,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-02-10",227.829,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-02-11",221.933,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-02-12",214.075,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-02-13",204.167,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-02-14",204.179,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-02-15",215.192,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-02-16",216.537,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-02-17",224.733,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-02-18",233.096,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-02-19",239.95,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-02-20",231.275,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-02-21",230.142,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-02-22",225.021,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-02-23",221.092,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-02-24",220.179,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-02-25",219.558,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-02-26",214.308,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-02-27",218.775,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-02-28",223.892,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-03-01",228.092,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-03-02",250.221,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-03-03",324.192,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-03-04",278.883,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-03-05",280.762,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-03-06",282.058,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-03-07",269.038,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-03-08",300.6,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-03-09",294.9,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-03-10",281.75,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-03-11",277.175,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-03-12",275.642,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-03-13",272.021,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-03-14",272.958,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-03-15",272.7,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-03-16",267.738,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-03-17",261.8,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-03-18",255.321,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-03-19",256.217,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-03-20",291.5,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-03-21",320.817,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-03-22",294.438,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-03-23",285.958,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-03-24",283.933,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-03-25",283.388,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-03-26",283.562,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-03-27",286.075,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-03-28",296.617,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-03-29",285.504,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-03-30",267.896,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-03-31",255.504,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-04-01",249.713,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-04-02",245.887,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-04-03",240.567,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-04-04",235.625,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-04-05",230.613,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-04-06",227.721,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-04-07",221.979,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-04-08",218.608,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-04-09",214.825,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-04-10",213.692,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-04-11",208.408,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-04-12",208.067,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-04-13",202.1,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-04-14",196.454,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-04-15",192.225,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-04-16",190.742,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-04-17",189.729,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-04-18",183.233,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-04-19",177.438,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-04-20",176.492,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-04-21",175.479,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-04-22",173.675,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-04-23",172.642,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-04-24",171.683,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-04-25",269.054,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-04-26",252.758,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-04-27",224.521,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-04-28",206.162,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-04-29",195.738,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-04-30",254.054,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-05-01",247.179,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-05-02",234.7,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-05-03",220.588,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-05-04",212.979,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-05-05",206.671,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-05-06",200.283,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-05-07",190.733,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-05-08",183.533,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-05-09",184.521,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-05-10",182.171,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-05-11",183.958,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-05-12",182.642,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-05-13",227.121,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-05-14",213.75,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-05-15",184.796,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-05-16",180.429,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"1995-05-17",180.375,FALSE,NA,NA,"<= day","daily",NA,NA,NA
