"date","discharge","qc_flag","qc_type","qc_detect_method","temp_res","temp_res_dom","dq_issue","cpd_segment_id","cpd_segment_main"
"2015-07-19",580.091,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"2015-07-20",540.083,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"2015-07-21",508,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"2015-07-22",499,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"2015-07-23",496.292,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"2015-07-24",493.25,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"2015-07-25",484.375,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"2015-07-26",469.75,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"2015-07-27",461.25,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"2015-07-28",446.542,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"2015-07-29",438.208,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"2015-07-30",438,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"2015-07-31",434.5,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"2015-08-01",421,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"2015-08-02",410.25,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"2015-08-03",402.833,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"2015-08-04",392.292,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"2015-08-05",405.292,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"2015-08-06",396.125,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"2015-08-07",388.417,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"2015-08-08",399.75,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"2015-08-09",384.708,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"2015-08-10",378.5,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"2015-08-11",378,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"2015-08-12",377.5,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"2015-08-13",375.75,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"2015-08-14",374,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"2015-08-15",378,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"2015-08-16",379,FALSE,NA,NA,"<= day","daily",NA,NA,NA
"2015-08-17",380.25,FALSE,NA,NA,"<= day","daily",NA,NA,NA
