"date","discharge","qc_flag","qc_type","qc_detect_method","temp_res","temp_res_dom","dq_issue","cpd_segment_id","cpd_segment_main"
"1986-06-16",175,FALSE,NA,NA,"> week","biweekly",NA,NA,NA
"1986-06-30",160,FALSE,NA,NA,"> week","biweekly",NA,NA,NA
"1986-08-04",123,FALSE,NA,NA,"> week","biweekly",NA,NA,NA
"1986-08-15",113,FALSE,NA,NA,"> week","biweekly",NA,NA,NA
"1986-09-01",95,FALSE,NA,NA,"> week","biweekly",NA,NA,NA
"1986-09-16",190,FALSE,NA,NA,"> week","biweekly",NA,NA,NA
"1986-09-30",105,FALSE,NA,NA,"> week","biweekly",NA,NA,NA
"1986-10-16",90,FALSE,NA,NA,"> week","biweekly",NA,NA,NA
"1986-11-03",270,FALSE,NA,NA,"> week","biweekly",NA,NA,NA
"1986-11-17",155,FALSE,NA,NA,"> week","biweekly",NA,NA,NA
"1986-12-01",155,FALSE,NA,NA,"> week","biweekly",NA,NA,NA
"1986-12-31",355,FALSE,NA,NA,"> week","biweekly",NA,NA,NA
"1987-01-29",198,FALSE,NA,NA,"> week","biweekly",NA,NA,NA
"1987-02-17",225,FALSE,NA,NA,"> week","biweekly",NA,NA,NA
"1987-02-25",190,FALSE,NA,NA,"<= day","biweekly",NA,NA,NA
"1987-03-02",317,FALSE,NA,NA,"<= day","biweekly",NA,NA,NA
"1987-03-15",240,FALSE,NA,NA,"> week","biweekly",NA,NA,NA
"1987-03-31",217.5,FALSE,NA,NA,"> week","biweekly",NA,NA,NA
"1987-04-15",240,FALSE,NA,NA,"> week","biweekly",NA,NA,NA
"1987-04-29",180,FALSE,NA,NA,"> week","biweekly",NA,NA,NA
"1987-05-14",225,FALSE,NA,NA,"> week","biweekly",NA,NA,NA
"1987-06-01",177.5,FALSE,NA,NA,"> week","biweekly",NA,NA,NA
"1987-06-15",204,FALSE,NA,NA,"> week","biweekly",NA,NA,NA
"1987-06-30",277.5,FALSE,NA,NA,"> week","biweekly",NA,NA,NA
"1987-07-20",177.5,FALSE,NA,NA,"<= day","biweekly",NA,NA,NA
"1987-07-27",160,FALSE,NA,NA,"<= week","biweekly",NA,NA,NA
"1987-08-03",240,FALSE,NA,NA,"<= day","biweekly",NA,NA,NA
"1987-08-18",135,FALSE,NA,NA,"> week","biweekly",NA,NA,NA
"1987-08-31",130,FALSE,NA,NA,"> week","biweekly",NA,NA,NA
"1987-09-15",117.5,FALSE,NA,NA,"> week","biweekly",NA,NA,NA
"1987-10-02",105,FALSE,NA,NA,"> week","biweekly",NA,NA,NA
"1987-10-15",105,FALSE,NA,NA,"> week","biweekly",NA,NA,NA
"1987-11-01",112.5,FALSE,NA,NA,"> week","biweekly",NA,NA,NA
"1987-11-16",180,FALSE,NA,NA,"> week","biweekly",NA,NA,NA
"1987-12-01",180,FALSE,NA,NA,"> week","biweekly",NA,NA,NA
"1987-12-16",147.5,FALSE,NA,NA,"> week","biweekly",NA,NA,NA
"1987-12-29",210,FALSE,NA,NA,"> week","biweekly",NA,NA,NA
"1988-01-14",204,FALSE,NA,NA,"> week","biweekly",NA,NA,NA
"1988-01-29",332.5,FALSE,NA,NA,"> week","biweekly",NA,NA,NA
"1988-02-18",292.5,FALSE,NA,NA,"> week","biweekly",NA,NA,NA
"1988-02-29",232.5,FALSE,NA,NA,"> week","biweekly",NA,NA,NA
"1988-03-14",304,FALSE,NA,NA,"> week","biweekly",NA,NA,NA
"1988-03-30",300,FALSE,NA,NA,"> week","biweekly",NA,NA,NA
"1988-04-14",292.5,FALSE,NA,NA,"> week","biweekly",NA,NA,NA
"1988-05-02",190,FALSE,NA,NA,"> week","biweekly",NA,NA,NA
"1988-05-18",177.5,FALSE,NA,NA,"<= day","biweekly",NA,NA,NA
"1988-05-20",285,FALSE,NA,NA,"<= day","biweekly",NA,NA,NA
"1988-05-30",190,FALSE,NA,NA,"> week","biweekly",NA,NA,NA
"1988-06-18",117.5,FALSE,NA,NA,"> week","biweekly",NA,NA,NA
"1988-06-28",155,FALSE,NA,NA,"> week","biweekly",NA,NA,NA
"1988-08-01",97.5,FALSE,NA,NA,"> week","biweekly",NA,NA,NA
"1988-08-16",87,FALSE,NA,NA,"> week","biweekly",NA,NA,NA
"1988-08-31",82.5,FALSE,NA,NA,"> week","biweekly",NA,NA,NA
"1988-09-15",72.5,FALSE,NA,NA,"> week","biweekly",NA,NA,NA
"1988-10-03",95,FALSE,NA,NA,"> week","biweekly",NA,NA,NA
"1988-10-18",112.5,FALSE,NA,NA,"> week","biweekly",NA,NA,NA
"1988-11-02",122.5,FALSE,NA,NA,"> week","biweekly",NA,NA,NA
"1988-11-17",95,FALSE,NA,NA,"> week","biweekly",NA,NA,NA
"1988-12-02",285,FALSE,NA,NA,"> week","biweekly",NA,NA,NA
"1988-12-15",310,FALSE,NA,NA,"> week","biweekly",NA,NA,NA
"1989-01-02",240,FALSE,NA,NA,"> week","biweekly",NA,NA,NA
"1989-01-16",202.5,FALSE,NA,NA,"> week","biweekly",NA,NA,NA
"1989-01-30",160,FALSE,NA,NA,"> week","biweekly",NA,NA,NA
"1989-02-14",142.5,FALSE,NA,NA,"> week","biweekly",NA,NA,NA
"1989-02-28",187.5,FALSE,NA,NA,"> week","biweekly",NA,NA,NA
"1989-03-15",177.5,FALSE,NA,NA,"> week","biweekly",NA,NA,NA
"1989-04-04",277.5,FALSE,NA,NA,"> week","biweekly",NA,NA,NA
"1989-04-17",260,FALSE,NA,NA,"> week","biweekly",NA,NA,NA
"1989-05-02",187.5,FALSE,NA,NA,"> week","biweekly",NA,NA,NA
"1989-05-16",147.5,FALSE,NA,NA,"<= day","biweekly",NA,NA,NA
"1989-05-22",135,FALSE,NA,NA,"<= day","biweekly",NA,NA,NA
